artist,artist_processed,rank,song,year,ID_index,negative,positive,n
timbaland featuring drake,timbaland,85,say something,2010,4585,21,11,482
timbaland featuring drake,drake,85,say something,2010,4585,21,11,482
beyonce,beyonce,86,sweet dreams,2010,4586,4,33,388
kings of leon,kings of leon,87,use somebody,2010,4587,1,11,122
carrie underwood,carrie underwood,88,undo it,2010,4588,13,6,370
sean kingston and justin bieber,sean kingston,89,eenie meenie,2010,4589,5,9,296
sean kingston and justin bieber,justin bieber,89,eenie meenie,2010,4589,5,9,296
lil wayne featuring drake,lil wayne,90,right above it,2010,4590,21,22,669
lil wayne featuring drake,drake,90,right above it,2010,4590,21,22,669
miranda lambert,miranda lambert,91,the house that built me,2010,4591,5,8,279
the band perry,the band perry,92,if i die young,2010,4592,3,18,334
paramore,paramore,93,the only exception,2010,4593,2,6,235
lady antebellum,lady antebellum,94,american honey,2010,4594,8,14,198
sara bareilles,sara bareilles,95,king of anything,2010,4595,7,9,287
daughtry,daughtry,96,life after you,2010,4596,4,12,315
uncle kracker,uncle kracker,97,smile,2010,4597,8,38,315
cali swag district,cali swag district,98,teach me how to dougie,2010,4598,39,35,641
alicia keys,alicia keys,99,try sleeping with a broken heart,2010,4599,3,5,303
jerrod niemann,jerrod niemann,100,lover lover,2010,4600,8,64,363
adele,adele,1,rolling in the deep,2011,4601,18,16,545
lmfao featuring lauren bennett and goonrock,lmfao,2,party rock anthem,2011,4602,15,18,404
lmfao featuring lauren bennett and goonrock,lauren bennett,2,party rock anthem,2011,4602,15,18,404
lmfao featuring lauren bennett and goonrock,goonrock,2,party rock anthem,2011,4602,15,18,404
katy perry,katy perry,3,firework,2011,4603,1,6,313
katy perry featuring kanye west,katy perry,4,et,2011,4604,9,13,221
katy perry featuring kanye west,kanye west,4,et,2011,4604,9,13,221
pitbull featuring neyo afrojack and nayer,pitbull,5,give me everything,2011,4605,1,23,520
pitbull featuring neyo afrojack and nayer,neyo afrojack,5,give me everything,2011,4605,1,23,520
pitbull featuring neyo afrojack and nayer,nayer,5,give me everything,2011,4605,1,23,520
bruno mars,bruno mars,6,grenade,2011,4606,10,7,366
cee lo green,cee lo green,7,fuck you,2011,4607,31,29,459
nicki minaj,nicki minaj,8,super bass,2011,4608,3,33,577
maroon 5 featuring christina aguilera,maroon 5,9,moves like jagger,2011,4609,3,30,369
maroon 5 featuring christina aguilera,christina aguilera,9,moves like jagger,2011,4609,3,30,369
the black eyed peas,the black eyed peas,10,just cant get enough,2011,4610,3,23,440
jennifer lopez featuring pitbull,jennifer lopez,11,on the floor,2011,4611,9,11,534
jennifer lopez featuring pitbull,pitbull,11,on the floor,2011,4611,9,11,534
rihanna,rihanna,12,sm,2011,4612,8,61,502
foster the people,foster the people,13,pumped up kicks,2011,4613,2,34,381
katy perry,katy perry,14,last friday night tgif,2011,4614,6,15,341
bruno mars,bruno mars,15,just the way you are,2011,4615,3,20,266
enrique iglesias featuring ludacris and dj frank e,enrique iglesias,16,tonight im lovin you,2011,4616,4,21,351
enrique iglesias featuring ludacris and dj frank e,ludacris,16,tonight im lovin you,2011,4616,4,21,351
enrique iglesias featuring ludacris and dj frank e,dj frank e,16,tonight im lovin you,2011,4616,4,21,351
pink,pink,17,raise your glass,2011,4617,19,8,360
lady gaga,lady gaga,18,born this way,2011,4618,11,18,489
pink,pink,19,fuckin perfect,2011,4619,16,44,295
drake featuring rihanna,drake,20,whats my name,2011,4620,1,11,590
drake featuring rihanna,rihanna,20,whats my name,2011,4620,1,11,590
chris brown featuring lil wayne and busta rhymes,chris brown,21,look at me now,2011,4621,25,26,770
chris brown featuring lil wayne and busta rhymes,lil wayne,21,look at me now,2011,4621,25,26,770
chris brown featuring lil wayne and busta rhymes,busta rhymes,21,look at me now,2011,4621,25,26,770
jeremih featuring 50 cent,jeremih,22,down on me,2011,4622,11,22,678
jeremih featuring 50 cent,50 cent,22,down on me,2011,4622,11,22,678
lil wayne,lil wayne,23,how to love,2011,4623,10,61,561
adele,adele,24,someone like you,2011,4624,14,22,320
onerepublic,onerepublic,25,good life,2011,4625,10,43,408
bruno mars,bruno mars,26,the lazy song,2011,4626,5,11,364
britney spears,britney spears,27,till the world ends,2011,4627,3,5,406
lupe fiasco,lupe fiasco,28,the show goes on,2011,4628,10,10,638
lady gaga,lady gaga,29,the edge of glory,2011,4629,4,19,420
keha,keha,30,we r who we r,2011,4630,5,12,271
wiz khalifa,wiz khalifa,31,black and yellow,2011,4631,12,7,609
hot chelle rae,hot chelle rae,32,tonight tonight,2011,4632,12,16,399
keha,keha,33,blow,2011,4633,5,3,230
bad meets evil featuring bruno mars,bad meets evil,34,lighters,2011,4634,24,19,775
bad meets evil featuring bruno mars,bruno mars,34,lighters,2011,4634,24,19,775
the band perry,the band perry,35,if i die young,2011,4635,3,18,334
gym class heroes featuring adam levine,gym class heroes,36,stereo hearts,2011,4636,8,17,485
gym class heroes featuring adam levine,adam levine,36,stereo hearts,2011,4636,8,17,485
the black eyed peas,the black eyed peas,37,the time dirty bit,2011,4637,5,12,416
diddy & dirty money featuring skylar grey,diddy & dirty money featuring skylar grey,38,coming home,2011,4638,22,25,596
pitbull featuring tpain,pitbull,39,hey baby drop it to the floor,2011,4639,8,8,611
pitbull featuring tpain,tpain,39,hey baby drop it to the floor,2011,4639,8,8,611
rihanna,rihanna,40,only girl in the world,2011,4640,1,27,380
lil wayne featuring cory gunz,lil wayne,41,6 foot 7 foot,2011,4641,32,19,487
lil wayne featuring cory gunz,cory gunz,41,6 foot 7 foot,2011,4641,32,19,487
lady antebellum,lady antebellum,42,just a kiss,2011,4642,5,15,296
jason aldean,jason aldean,43,dirt road anthem,2011,4643,3,23,436
taio cruz,taio cruz,44,dynamite,2011,4644,0,7,350
waka flocka flame featuring wale and roscoe dash,waka flocka flame featuring wale and roscoe dash,45,no hands,2011,4645,16,18,680
britney spears,britney spears,46,i wanna go,2011,4646,6,0,211
dj khaled featuring drake rick ross and lil wayne,dj khaled,47,im on one,2011,4647,27,19,757
dj khaled featuring drake rick ross and lil wayne,drake rick ross,47,im on one,2011,4647,27,19,757
dj khaled featuring drake rick ross and lil wayne,lil wayne,47,im on one,2011,4647,27,19,757
cobra starship featuring sabi,cobra starship,48,you make me feel,2011,4648,2,7,477
cobra starship featuring sabi,sabi,48,you make me feel,2011,4648,2,7,477
chris brown,chris brown,49,yeah 3x,2011,4649,6,13,357
nicki minaj featuring drake,nicki minaj,50,moment 4 life,2011,4650,10,10,577
nicki minaj featuring drake,drake,50,moment 4 life,2011,4650,10,10,577
dr dre featuring eminem and skylar grey,dr dre,51,i need a doctor,2011,4651,30,24,727
dr dre featuring eminem and skylar grey,eminem,51,i need a doctor,2011,4651,30,24,727
dr dre featuring eminem and skylar grey,skylar grey,51,i need a doctor,2011,4651,30,24,727
nelly,nelly,52,just a dream,2011,4652,3,12,491
kelly rowland featuring lil wayne,kelly rowland,53,motivation,2011,4653,3,11,323
kelly rowland featuring lil wayne,lil wayne,53,motivation,2011,4653,3,11,323
edward maya featuring vika jigulina,edward maya featuring vika jigulina,54,stereo love,2011,4654,18,17,420
christina perri,christina perri,55,jar of hearts,2011,4655,12,9,298
wiz khalifa,wiz khalifa,56,roll up,2011,4656,4,17,635
lmfao,lmfao,57,sexy and i know it,2011,4657,5,5,296
far east movement featuring ryan tedder,far east movement,58,rocketeer,2011,4658,2,7,387
far east movement featuring ryan tedder,ryan tedder,58,rocketeer,2011,4658,2,7,387
kanye west featuring rihanna,kanye west,59,all of the lights,2011,4659,5,10,548
kanye west featuring rihanna,rihanna,59,all of the lights,2011,4659,5,10,548
britney spears,britney spears,60,hold it against me,2011,4660,2,13,305
usher,usher,61,more,2011,4661,9,6,396
avril lavigne,avril lavigne,62,what the hell,2011,4662,20,25,369
tinie tempah featuring eric turner,tinie tempah,63,written in the stars,2011,4663,9,11,435
tinie tempah featuring eric turner,eric turner,63,written in the stars,2011,4663,9,11,435
trey songz featuring nicki minaj,trey songz,64,bottoms up,2011,4664,20,18,711
trey songz featuring nicki minaj,nicki minaj,64,bottoms up,2011,4664,20,18,711
usher featuring pitbull,usher,65,dj got us fallin in love,2011,4665,4,22,378
usher featuring pitbull,pitbull,65,dj got us fallin in love,2011,4665,4,22,378
the script,the script,66,for the first time,2011,4666,15,5,393
blake shelton,blake shelton,67,honey bee,2011,4667,1,14,266
jason aldean featuring kelly clarkson,jason aldean,68,dont you wanna stay,2011,4668,2,5,191
jason aldean featuring kelly clarkson,kelly clarkson,68,dont you wanna stay,2011,4668,2,5,191
rihanna featuring calvin harris,rihanna,69,we found love,2011,4669,21,22,261
rihanna featuring calvin harris,calvin harris,69,we found love,2011,4669,21,22,261
keri hilson,keri hilson,70,pretty girl rock,2011,4670,24,27,478
lady gaga,lady gaga,71,"yo""u and i",2011,4671,2,9,399
far east movement featuring the cataracs and dev,far east movement,72,like a g6,2011,4672,4,45,473
far east movement featuring the cataracs and dev,the cataracs,72,like a g6,2011,4672,4,45,473
far east movement featuring the cataracs and dev,dev,72,like a g6,2011,4672,4,45,473
david guetta featuring usher,david guetta,73,without you,2011,4673,8,3,166
david guetta featuring usher,usher,73,without you,2011,4673,8,3,166
taylor swift,taylor swift,74,back to december,2011,4674,9,18,404
katy perry,katy perry,75,teenage dream,2011,4675,4,8,348
eli young band,eli young band,76,crazy girl,2011,4676,12,18,205
rihanna,rihanna,77,cheers drink to that,2011,4677,11,7,378
selena gomez & the scene,selena gomez,78,who says,2011,4678,5,30,341
selena gomez & the scene,the scene,78,who says,2011,4678,5,30,341
jake owen,jake owen,79,barefoot blue jean night,2011,4679,0,13,252
zac brown band featuring jimmy buffett,zac brown band,80,knee deep,2011,4680,9,14,313
zac brown band featuring jimmy buffett,jimmy buffett,80,knee deep,2011,4680,9,14,313
luke bryan,luke bryan,81,country girl shake it for me,2011,4681,36,7,451
brad paisley and carrie underwood,brad paisley,82,remind me,2011,4682,4,10,249
brad paisley and carrie underwood,carrie underwood,82,remind me,2011,4682,4,10,249
dev,dev,83,in the dark,2011,4683,3,3,334
new boyz featuring the cataracs and dev,new boyz,84,backseat,2011,4684,15,22,531
new boyz featuring the cataracs and dev,the cataracs,84,backseat,2011,4684,15,22,531
new boyz featuring the cataracs and dev,dev,84,backseat,2011,4684,15,22,531
drake,drake,85,headlines,2011,4685,5,18,438
beyonce,beyonce,86,best thing i never had,2011,4686,16,28,480
jason derulo,jason derulo,87,dont wanna go home,2011,4687,9,3,395
david guetta featuring flo rida and nicki minaj,david guetta,88,where them girls at,2011,4688,4,17,458
david guetta featuring flo rida and nicki minaj,flo rida,88,where them girls at,2011,4688,4,17,458
david guetta featuring flo rida and nicki minaj,nicki minaj,88,where them girls at,2011,4688,4,17,458
chris brown,chris brown,89,she aint you,2011,4689,8,5,366
rodney atkins,rodney atkins,90,take a back road,2011,4690,7,5,341
mike posner,mike posner,91,please dont go,2011,4691,0,25,277
miguel,miguel,92,sure thing,2011,4692,1,35,460
jessie j featuring bob,jessie j,93,price tag,2011,4693,6,12,432
jessie j featuring bob,bob,93,price tag,2011,4693,6,12,432
blake shelton,blake shelton,94,god gave me you,2011,4694,9,8,243
lil wayne featuring drake,lil wayne,95,she will,2011,4695,14,15,715
lil wayne featuring drake,drake,95,she will,2011,4695,14,15,715
thompson square,thompson square,96,are you gonna kiss me or not,2011,4696,3,18,279
neon trees,neon trees,97,animal,2011,4697,5,4,273
kenny chesney featuring grace potter,kenny chesney,98,you and tequila,2011,4698,15,7,173
kenny chesney featuring grace potter,grace potter,98,you and tequila,2011,4698,15,7,173
zac brown band,zac brown band,99,colder weather,2011,4699,4,8,295
big sean featuring chris brown,big sean,100,my last,2011,4700,9,47,694
big sean featuring chris brown,chris brown,100,my last,2011,4700,9,47,694
gotye featuring kimbra,gotye,1,somebody that i used to know,2012,4701,10,19,354
gotye featuring kimbra,kimbra,1,somebody that i used to know,2012,4701,10,19,354
carly rae jepsen,carly rae jepsen,2,call me maybe,2012,4702,25,2,353
fun featuring janelle mon'ae,fun,3,we are young,2012,4703,1,5,304
fun featuring janelle mon'ae,janelle mon'ae,3,we are young,2012,4703,1,5,304
maroon 5 featuring wiz khalifa,maroon 5,4,payphone,2012,4704,16,16,513
maroon 5 featuring wiz khalifa,wiz khalifa,4,payphone,2012,4704,16,16,513
ellie goulding,ellie goulding,5,lights,2012,4705,1,7,313
the wanted,the wanted,6,glad you came,2012,4706,0,19,300
kelly clarkson,kelly clarkson,7,stronger what doesnt kill you,2012,4707,26,20,314
rihanna featuring calvin harris,rihanna,8,we found love,2012,4708,21,22,261
rihanna featuring calvin harris,calvin harris,8,we found love,2012,4708,21,22,261
nicki minaj,nicki minaj,9,starships,2012,4709,1,6,327
one direction,one direction,10,what makes you beautiful,2012,4710,7,16,376
flo rida featuring sia,flo rida,11,wild ones,2012,4711,10,17,466
flo rida featuring sia,sia,11,wild ones,2012,4711,10,17,466
adele,adele,12,set fire to the rain,2012,4712,8,12,351
lmfao,lmfao,13,sexy and i know it,2012,4713,5,5,296
fun,fun,14,some nights,2012,4714,8,17,454
katy perry,katy perry,15,wide awake,2012,4715,3,3,245
flo rida,flo rida,16,good feeling,2012,4716,3,33,503
flo rida,flo rida,17,whistle,2012,4717,8,14,420
maroon 5,maroon 5,18,one more night,2012,4718,8,12,399
train,train,19,drive by,2012,4719,9,14,380
lil wayne featuring drake,lil wayne,20,the motto,2012,4720,1,22,469
lil wayne featuring drake,drake,20,the motto,2012,4720,1,22,469
rihanna,rihanna,21,where have you been,2012,4721,0,6,225
neon trees,neon trees,22,everybody talks,2012,4722,6,8,237
drake featuring rihanna,drake,23,take care,2012,4723,10,22,377
drake featuring rihanna,rihanna,23,take care,2012,4723,10,22,377
david guetta featuring sia,david guetta,24,titanium,2012,4724,4,1,213
david guetta featuring sia,sia,24,titanium,2012,4724,4,1,213
jason mraz,jason mraz,25,i wont give up,2012,4725,2,10,281
bruno mars,bruno mars,26,it will rain,2012,4726,9,6,276
kanye west big sean pusha t and 2 chainz,kanye west big sean pusha t,27,mercy,2012,4727,NA,NA,NA
kanye west big sean pusha t and 2 chainz,2 chainz,27,mercy,2012,4727,NA,NA,NA
justin bieber,justin bieber,28,boyfriend,2012,4728,2,9,363
lmfao featuring lauren bennett and goonrock,lmfao,29,party rock anthem,2012,4729,15,18,404
lmfao featuring lauren bennett and goonrock,lauren bennett,29,party rock anthem,2012,4729,15,18,404
lmfao featuring lauren bennett and goonrock,goonrock,29,party rock anthem,2012,4729,15,18,404
alex clare,alex clare,30,too close,2012,4730,2,13,203
katy perry,katy perry,31,part of me,2012,4731,2,3,358
snoop dogg and wiz khalifa featuring bruno mars,snoop dogg,32,young wild  free,2012,4732,3,25,468
snoop dogg and wiz khalifa featuring bruno mars,wiz khalifa,32,young wild  free,2012,4732,3,25,468
snoop dogg and wiz khalifa featuring bruno mars,bruno mars,32,young wild  free,2012,4732,3,25,468
taylor swift,taylor swift,33,we are never ever getting back together,2012,4733,6,16,346
justin bieber featuring big sean,justin bieber,34,as long as you love me,2012,4734,10,45,456
justin bieber featuring big sean,big sean,34,as long as you love me,2012,4734,10,45,456
david guetta featuring nicki minaj,david guetta,35,turn me on,2012,4735,5,18,386
david guetta featuring nicki minaj,nicki minaj,35,turn me on,2012,4735,5,18,386
maroon 5 featuring christina aguilera,maroon 5,36,moves like jagger,2012,4736,3,30,369
maroon 5 featuring christina aguilera,christina aguilera,36,moves like jagger,2012,4736,3,30,369
pink,pink,37,blow me one last kiss,2012,4737,36,8,464
owl city and carly rae jepsen,owl city,38,good time,2012,4738,0,26,244
owl city and carly rae jepsen,carly rae jepsen,38,good time,2012,4738,0,26,244
demi lovato,demi lovato,39,give your heart a break,2012,4739,14,9,397
jayz and kanye west,jayz,40,niggas in paris,2012,4740,26,15,519
jayz and kanye west,kanye west,40,niggas in paris,2012,4740,26,15,519
katy perry,katy perry,41,the one that got away,2012,4741,3,4,292
calvin harris,calvin harris,42,feel so close,2012,4742,0,6,121
adele,adele,43,someone like you,2012,4743,14,22,320
usher,usher,44,scream,2012,4744,11,17,365
tyga,tyga,45,rack city,2012,4745,67,5,347
jessie j,jessie j,46,domino,2012,4746,5,21,375
psy,psy,47,gangnam style,2012,4747,1,16,354
pitbull featuring chris brown,pitbull,48,international love,2012,4748,0,27,433
pitbull featuring chris brown,chris brown,48,international love,2012,4748,0,27,433
phillip phillips,phillip phillips,49,home,2012,4749,9,0,163
david guetta featuring usher,david guetta,50,without you,2012,4750,8,3,166
david guetta featuring usher,usher,50,without you,2012,4750,8,3,166
gym class heroes featuring neon hitch,gym class heroes,51,ass back home,2012,4751,5,12,414
gym class heroes featuring neon hitch,neon hitch,51,ass back home,2012,4751,5,12,414
hunter hayes,hunter hayes,52,wanted,2012,4752,0,10,251
luke bryan,luke bryan,53,drunk on you,2012,4753,0,11,278
2 chainz featuring drake,2 chainz,54,no lie,2012,4754,24,20,662
2 chainz featuring drake,drake,54,no lie,2012,4754,24,20,662
cher lloyd,cher lloyd,55,want u back,2012,4755,8,14,420
chris brown,chris brown,56,dont wake me up,2012,4756,0,5,264
big sean featuring nicki minaj,big sean,57,dance a,2012,4757,59,13,377
big sean featuring nicki minaj,nicki minaj,57,dance a,2012,4757,59,13,377
eric church,eric church,58,springsteen,2012,4758,0,11,272
karmin,karmin,59,brokenhearted,2012,4759,13,7,406
gavin degraw,gavin degraw,60,not over you,2012,4760,2,14,302
gym class heroes featuring adam levine,gym class heroes,61,stereo hearts,2012,4761,8,17,485
gym class heroes featuring adam levine,adam levine,61,stereo hearts,2012,4761,8,17,485
pitbull,pitbull,62,back in time,2012,4762,2,10,314
j cole,j cole,63,work out,2012,4763,11,26,656
adele,adele,64,rumour has it,2012,4764,5,5,330
calvin harris featuring neyo,calvin harris,65,lets go,2012,4765,0,7,211
calvin harris featuring neyo,neyo,65,lets go,2012,4765,0,7,211
carrie underwood,carrie underwood,66,good girl,2012,4766,6,27,311
little big town,little big town,67,pontoon,2012,4767,0,6,193
the lumineers,the lumineers,68,ho hey,2012,4768,3,7,216
coldplay,coldplay,69,paradise,2012,4769,1,0,109
carrie underwood,carrie underwood,70,blown away,2012,4770,3,1,160
adele,adele,71,rolling in the deep,2012,4771,18,16,545
usher,usher,72,climax,2012,4772,2,11,262
wiz khalifa,wiz khalifa,73,work hard play hard,2012,4773,13,21,587
neyo,neyo,74,let me love you until you learn to love yourself,2012,4774,12,51,409
nicki minaj,nicki minaj,75,pound the alarm,2012,4775,14,5,259
kenny chesney,kenny chesney,76,come over,2012,4776,2,6,239
trey songz,trey songz,77,heart attack,2012,4777,40,18,327
kirko bangz,kirko bangz,78,drank in my cup,2012,4778,8,9,509
rihanna featuring chris brown,rihanna,79,birthday cake,2012,4779,3,3,170
rihanna featuring chris brown,chris brown,79,birthday cake,2012,4779,3,3,170
bob,bob,80,so good,2012,4780,0,27,487
train,train,81,50 ways to say goodbye,2012,4781,0,20,341
toby keith,toby keith,82,red solo cup,2012,4782,2,32,321
selena gomez & the scene,selena gomez,83,love you like a love song,2012,4783,3,19,257
selena gomez & the scene,the scene,83,love you like a love song,2012,4783,3,19,257
chris brown,chris brown,84,turn up the music,2012,4784,0,1,489
keha,keha,85,die young,2012,4785,7,18,368
tpain featuring wiz khalifa and lily allen,tpain,86,5 oclock,2012,4786,NA,NA,NA
tpain featuring wiz khalifa and lily allen,wiz khalifa,86,5 oclock,2012,4786,NA,NA,NA
tpain featuring wiz khalifa and lily allen,lily allen,86,5 oclock,2012,4786,NA,NA,NA
christina perri,christina perri,87,a thousand years,2012,4787,5,18,209
jason aldean,jason aldean,88,take a little ride,2012,4788,2,13,226
rihanna,rihanna,89,you da one,2012,4789,4,42,451
havana brown featuring pitbull,havana brown,90,we run the night,2012,4790,6,14,377
havana brown featuring pitbull,pitbull,90,we run the night,2012,4790,6,14,377
imagine dragons,imagine dragons,91,its time,2012,4791,3,1,286
cah out,cah out,92,cashin out,2012,4792,6,18,716
luke bryan,luke bryan,93,i dont want this night to end,2012,4793,6,6,315
rihanna,rihanna,94,diamonds,2012,4794,0,82,329
lee brice,lee brice,95,hard to love,2012,4795,0,38,283
kip moore,kip moore,96,somethin bout a truck,2012,4796,2,9,280
miguel,miguel,97,adorn,2012,4797,0,16,229
jason aldean,jason aldean,98,fly over states,2012,4798,2,7,202
eli young band,eli young band,99,even if it breaks your heart,2012,4799,0,6,234
linkin park,linkin park,100,burn it down,2012,4800,3,3,257
macklemore and ryan lewis featuring wanz,macklemore and ryan lewis featuring wanz,1,thrift shop,2013,4801,27,13,525
robin thicke featuring ti and pharrell williams,robin thicke,2,blurred lines,2013,4802,16,16,521
robin thicke featuring ti and pharrell williams,ti,2,blurred lines,2013,4802,16,16,521
robin thicke featuring ti and pharrell williams,pharrell williams,2,blurred lines,2013,4802,16,16,521
imagine dragons,imagine dragons,3,radioactive,2013,4803,0,6,246
baauer,baauer,4,harlem shake,2013,4804,13,0,38
macklemore and ryan lewis featuring ray dalton,macklemore and ryan lewis featuring ray dalton,5,cant hold us,2013,4805,10,38,645
justin timberlake,justin timberlake,6,mirrors,2013,4806,6,30,699
pink featuring nate ruess,pink,7,just give me a reason,2013,4807,20,20,416
pink featuring nate ruess,nate ruess,7,just give me a reason,2013,4807,20,20,416
bruno mars,bruno mars,8,when i was your man,2013,4808,7,13,314
florida georgia line featuring nelly,florida georgia line,9,cruise,2013,4809,4,7,372
florida georgia line featuring nelly,nelly,9,cruise,2013,4809,4,7,372
katy perry,katy perry,10,roar,2013,4810,8,14,440
bruno mars,bruno mars,11,locked out of heaven,2013,4811,0,18,289
the lumineers,the lumineers,12,ho hey,2013,4812,3,7,216
rihanna featuring mikky ekko,rihanna,13,stay,2013,4813,1,8,233
rihanna featuring mikky ekko,mikky ekko,13,stay,2013,4813,1,8,233
daft punk featuring pharrell williams,daft punk,14,get lucky,2013,4814,0,15,244
daft punk featuring pharrell williams,pharrell williams,14,get lucky,2013,4814,0,15,244
lorde,lorde,15,royals,2013,4815,1,28,319
taylor swift,taylor swift,16,i knew you were trouble,2013,4816,40,4,356
miley cyrus,miley cyrus,17,we cant stop,2013,4817,4,32,492
miley cyrus,miley cyrus,18,wrecking ball,2013,4818,3,10,307
avicii,avicii,19,wake me up,2013,4819,5,5,227
justin timberlake featuring jayz,justin timberlake,20,suit  tie,2013,4820,0,1,12
justin timberlake featuring jayz,jayz,20,suit  tie,2013,4820,0,1,12
anna kendrick,anna kendrick,21,cups pitch perfects when im gone,2013,4821,20,5,225
jay z featuring justin timberlake,jay z,22,holy grail,2013,4822,20,12,434
jay z featuring justin timberlake,justin timberlake,22,holy grail,2013,4822,20,12,434
william featuring britney spears,william,23,scream  shout,2013,4823,NA,NA,NA
william featuring britney spears,britney spears,23,scream  shout,2013,4823,NA,NA,NA
zedd featuring foxes,zedd featuring foxes,24,clarity,2013,4824,11,8,235
awolnation,awolnation,25,sail,2013,4825,7,2,103
swedish house mafia featuring john martin,swedish house mafia featuring john martin,26,dont you worry child,2013,4826,17,8,270
rihanna,rihanna,27,diamonds,2013,4827,0,82,329
icona pop featuring charli xcx,icona pop,28,i love it,2013,4828,7,27,279
icona pop featuring charli xcx,charli xcx,28,i love it,2013,4828,7,27,279
capital cities,capital cities,29,safe and sound,2013,4829,0,36,261
bruno mars,bruno mars,30,treasure,2013,4830,0,27,242
ariana grande featuring mac miller,ariana grande,31,the way,2013,4831,10,56,602
ariana grande featuring mac miller,mac miller,31,the way,2013,4831,10,56,602
drake,drake,32,started from the bottom,2013,4832,15,9,443
selena gomez,selena gomez,33,come  get it,2013,4833,6,30,302
drake featuring majid jordan,drake,34,hold on were going home,2013,4834,0,12,307
drake featuring majid jordan,majid jordan,34,hold on were going home,2013,4834,0,12,307
maroon 5,maroon 5,35,daylight,2013,4835,1,7,324
pitbull featuring christina aguilera,pitbull,36,feel this moment,2013,4836,1,7,330
pitbull featuring christina aguilera,christina aguilera,36,feel this moment,2013,4836,1,7,330
lady gaga,lady gaga,37,applause,2013,4837,5,10,355
maroon 5,maroon 5,38,one more night,2013,4838,8,12,399
lil wayne featuring drake and future,lil wayne,39,love me,2013,4839,56,35,553
lil wayne featuring drake and future,drake,39,love me,2013,4839,56,35,553
lil wayne featuring drake and future,future,39,love me,2013,4839,56,35,553
fall out boy,fall out boy,40,my songs know what you did in the dark light em up,2013,4840,5,5,328
asap rocky featuring drake 2 chainz and kendrick lamar,asap rocky,41,fuckin problems,2013,4841,40,20,481
asap rocky featuring drake 2 chainz and kendrick lamar,drake 2 chainz,41,fuckin problems,2013,4841,40,20,481
asap rocky featuring drake 2 chainz and kendrick lamar,kendrick lamar,41,fuckin problems,2013,4841,40,20,481
justin bieber featuring nicki minaj,justin bieber,42,beauty and a beat,2013,4842,1,18,286
justin bieber featuring nicki minaj,nicki minaj,42,beauty and a beat,2013,4842,1,18,286
macklemore and ryan lewis featuring mary lambert,macklemore and ryan lewis featuring mary lambert,43,same love,2013,4843,24,49,595
calvin harris featuring florence welch,calvin harris,44,sweet nothing,2013,4844,3,23,201
calvin harris featuring florence welch,florence welch,44,sweet nothing,2013,4844,3,23,201
lana del rey and cedric gervais,lana del rey and cedric gervais,45,summertime sadness,2013,4845,21,8,257
phillip phillips,phillip phillips,46,home,2013,4846,9,0,163
imagine dragons,imagine dragons,47,its time,2013,4847,3,1,286
j cole featuring miguel,j cole,48,power trip,2013,4848,10,29,655
j cole featuring miguel,miguel,48,power trip,2013,4848,10,29,655
alicia keys,alicia keys,49,girl on fire,2013,4849,2,4,225
demi lovato,demi lovato,50,heart attack,2013,4850,24,15,400
maroon 5,maroon 5,51,love somebody,2013,4851,1,5,338
mumford & sons,mumford & sons,52,i will wait,2013,4852,1,5,208
pink,pink,53,try,2013,4853,3,3,302
darius rucker,darius rucker,54,wagon wheel,2013,4854,1,15,328
psy,psy,55,gangnam style,2013,4855,1,16,354
calvin harris featuring ellie goulding,calvin harris,56,i need your love,2013,4856,11,8,296
calvin harris featuring ellie goulding,ellie goulding,56,i need your love,2013,4856,11,8,296
kesha,kesha,57,die young,2013,4857,7,18,368
fun,fun,58,some nights,2013,4858,8,17,454
wale featuring tiara thomas,wale featuring tiara thomas,59,bad,2013,4859,33,32,606
blake shelton featuring pistol annies and friends,blake shelton,60,boys round here,2013,4860,5,6,455
blake shelton featuring pistol annies and friends,pistol annies,60,boys round here,2013,4860,5,6,455
blake shelton featuring pistol annies and friends,friends,60,boys round here,2013,4860,5,6,455
phillip phillips,phillip phillips,61,gone gone gone,2013,4861,5,24,382
imagine dragons,imagine dragons,62,demons,2013,4862,7,3,277
onerepublic,onerepublic,63,counting stars,2013,4863,12,16,476
flo rida,flo rida,64,i cry,2013,4864,28,13,575
of monsters and men,of monsters and men,65,little talks,2013,4865,8,24,318
jason derulo,jason derulo,66,the other side,2013,4866,4,30,363
eminem,eminem,67,berzerk,2013,4867,18,14,633
kelly clarkson,kelly clarkson,68,catch my breath,2013,4868,0,6,364
luke bryan,luke bryan,69,crash my party,2013,4869,6,12,340
rihanna,rihanna,70,pour it up,2013,4870,2,4,406
taylor swift,taylor swift,71,22,2013,4871,10,32,368
hunter hayes,hunter hayes,72,i want crazy,2013,4872,13,32,387
ylvis,ylvis,73,the fox what does the fox say,2013,4873,0,3,150
one direction,one direction,74,best song ever,2013,4874,0,19,370
ed sheeran,ed sheeran,75,the a team,2013,4875,14,13,318
fun,fun,76,carry on,2013,4876,8,12,339
tim mcgraw featuring taylor swift and keith urban,tim mcgraw,77,highway dont care,2013,4877,5,16,420
tim mcgraw featuring taylor swift and keith urban,taylor swift,77,highway dont care,2013,4877,5,16,420
tim mcgraw featuring taylor swift and keith urban,keith urban,77,highway dont care,2013,4877,5,16,420
luke bryan,luke bryan,78,thats my kind of night,2013,4878,0,34,359
